package_name,version_x,version_y,version,summary_x,license_x,metadata_source_x,summary_y,license_y,metadata_source_y,download_count
tf-models-official,,,,,,,,,,203335.0
datadog-lambda,,,,,,,,,,203287.0
types-aiobotocore-iam,,,,,,,,,,203263.0
elasticsearch-curator,,,,,,,,,,203175.0
aws-cdk-aws-cloudfront,,,,,,,,,,203024.0
django-axes,,,,,,,,,,202672.0
apache-airflow-backport-providers-cncf-kubernetes,,,,,,,,,,202508.0
feedfinder2,,,,,,,,,,202173.0
simple-websocket,,,,,,,,,,201554.0
eth-brownie,,,,,,,,,,201244.0
dash-renderer,,,,,,,,,,201000.0
pylatexenc,,,,,,,,,,200910.0
twython,,,,,,,,,,200834.0
pytest-variables,,,,,,,,,,200794.0
cookies,,,,,,,,,,200740.0
presto-client,,,,,,,,,,200616.0
parver,,,,,,,,,,200485.0
django-colorfield,,,,,,,,,,200479.0
dj-rest-auth,,,,,,,,,,200451.0
flake8-variables-names,,,,,,,,,,200415.0
pygeoif,,,,,,,,,,200295.0
clearml,,,,,,,,,,200273.0
msgraph-core,,,,,,,,,,200185.0
newspaper3k,,,,,,,,,,200135.0
auth,,,,,,,,,,200133.0
jieba3k,,,,,,,,,,200120.0
sql-formatter,,,,,,,,,,199836.0
bugsnag,,,,,,,,,,199472.0
python-interface,,,,,,,,,,199380.0
optbinning,,,,,,,,,,199366.0
qiskit-aer,,,,,,,,,,199353.0
pyyaml-include,,,,,,,,,,199309.0
sqlalchemy-mixins,,,,,,,,,,199297.0
mapbox,,,,,,,,,,199076.0
google-cloud-notebooks,,,,,,,,,,198791.0
imath,,,,,,,,,,198512.0
msg-parser,,,,,,,,,,198390.0
onnxoptimizer,,,,,,,,,,197842.0
jhi-databricksenvironment,,,,,,,,,,197711.0
python-redmine,,,,,,,,,,197670.0
files-com,,,,,,,,,,197521.0
aws-cdk-aws-route53-targets,,,,,,,,,,197185.0
darglint,,,,,,,,,,197084.0
aws-cdk-aws-autoscaling-hooktargets,,,,,,,,,,197019.0
usd-core,,,,,,,,,,196948.0
types-python-slugify,,,,,,,,,,196750.0
flask-restplus,,,,,,,,,,196688.0
kneed,,,,,,,,,,196398.0
apache-airflow-providers-odbc,,,,,,,,,,196214.0
appengine-python-standard,,,,,,,,,,196164.0
aws-cdk-aws-codebuild,,,,,,,,,,195902.0
pyftpdlib,,,,,,,,,,195740.0
pdbpp,,,,,,,,,,195705.0
bindep,,,,,,,,,,195554.0
aws-cdk-aws-dynamodb,,,,,,,,,,195486.0
tgcrypto,,,,,,,,,,195430.0
asteval,,,,,,,,,,195342.0
aws-cdk-aws-servicediscovery,,,,,,,,,,195023.0
python-on-whales,,,,,,,,,,194982.0
cssbeautifier,,,,,,,,,,194970.0
uiautomator2,,,,,,,,,,194967.0
ruptures,,,,,,,,,,194864.0
types-stripe,,,,,,,,,,194850.0
vokativ,,,,,,,,,,194835.0
pandas-schema,,,,,,,,,,194765.0
ariadne,,,,,,,,,,194518.0
mlforecast,,,,,,,,,,194342.0
az-cli,,,,,,,,,,194300.0
aws-cdk-aws-acmpca,,,,,,,,,,194162.0
check-manifest,,,,,,,,,,194065.0
fancycompleter,,,,,,,,,,194055.0
lap,,,,,,,,,,194046.0
sphinx-prompt,,,,,,,,,,193942.0
dynamo-pandas,,,,,,,,,,193942.0
launchable,,,,,,,,,,193746.0
pgsanity,,,,,,,,,,193558.0
python-google-places,,,,,,,,,,193469.0
pycarlo,,,,,,,,,,193435.0
openvino-telemetry,,,,,,,,,,193404.0
atc-dataplatform,,,,,,,,,,193313.0
hyper,,,,,,,,,,192893.0
sklearn-crfsuite,,,,,,,,,,192788.0
reverse-geocoder,,,,,,,,,,192591.0
tcod,,,,,,,,,,192588.0
sharepy,,,,,,,,,,192542.0
aiohttp-socks,,,,,,,,,,192434.0
patch,,,,,,,,,,192329.0
fastkml,,,,,,,,,,192303.0
cursor,,,,,,,,,,192282.0
aws-cdk-aws-codecommit,,,,,,,,,,192165.0
opentelemetry-instrumentation-django,,,,,,,,,,192088.0
openvino,,,,,,,,,,191931.0
wmctrl,,,,,,,,,,191635.0
quickchart-io,,,,,,,,,,191555.0
mockito,,,,,,,,,,191469.0
base64io,,,,,,,,,,191328.0
djlint,,,,,,,,,,191314.0
single-source,,,,,,,,,,191312.0
gpytorch,,,,,,,,,,191101.0
pillow-heif,,,,,,,,,,190893.0
azure-iot-hub,,,,,,,,,,190380.0
google-cloud-certificate-manager,,,,,,,,,,190300.0
statsig,,,,,,,,,,190068.0
docxtpl,,,,,,,,,,189916.0
wikipedia,,,,,,,,,,189512.0
multisig-hmac,,,,,,,,,,189462.0
uncertainties,,,,,,,,,,189355.0
flake8-simplify,,,,,,,,,,189343.0
distance,,,,,,,,,,189241.0
wtforms-json,,,,,,,,,,189233.0
marshmallow-jsonapi,,,,,,,,,,189174.0
sodapy,,,,,,,,,,189105.0
json-tricks,,,,,,,,,,189002.0
localstack-client,,,,,,,,,,188943.0
pyrepl,,,,,,,,,,188928.0
django-object-actions,,,,,,,,,,188532.0
tencentcloud-sdk-python,,,,,,,,,,188452.0
pynput,,,,,,,,,,188398.0
sse-starlette,,,,,,,,,,188390.0
records,,,,,,,,,,188238.0
pyexasol,,,,,,,,,,188234.0
suds-community,,,,,,,,,,187787.0
clickhouse-toolset,,,,,,,,,,187439.0
pyspark-test,,,,,,,,,,187395.0
pydrive2,,,,,,,,,,187392.0
json-flatten,,,,,,,,,,187079.0
azure-search-documents,,,,,,,,,,187056.0
c7n-mailer,,,,,,,,,,186908.0
bps-restpy,,,,,,,,,,186807.0
tensorflow-ranking,,,,,,,,,,186596.0
python-terraform,,,,,,,,,,186457.0
sparkaid,,,,,,,,,,186371.0
pymodbus,,,,,,,,,,185722.0
teamcity-messages,,,,,,,,,,185690.0
djangorestframework-camel-case,,,,,,,,,,185673.0
pyobjc-framework-pubsub,,,,,,,,,,185660.0
asyncstdlib,,,,,,,,,,185623.0
lightstep,,,,,,,,,,185519.0
mleap,,,,,,,,,,185518.0
ip3country,,,,,,,,,,185481.0
scrapbook,,,,,,,,,,185372.0
pytest-httpx,,,,,,,,,,185265.0
img2pdf,,,,,,,,,,185062.0
pyyml,,,,,,,,,,184983.0
spacy-alignments,,,,,,,,,,184914.0
apache-airflow-providers-airbyte,,,,,,,,,,184823.0
aws-kinesis-agg,,,,,,,,,,184755.0
asyncio-throttle,,,,,,,,,,184741.0
py2neo,,,,,,,,,,184608.0
pytest-selenium,,,,,,,,,,184596.0
testinfra,,,,,,,,,,184496.0
pyobjc-framework-qtkit,,,,,,,,,,184413.0
pypinyin,,,,,,,,,,184395.0
flake8-logging-format,,,,,,,,,,184314.0
rdkit,,,,,,,,,,184266.0
scrypt,,,,,,,,,,184150.0
sparse,,,,,,,,,,183913.0
sanitize-filename,,,,,,,,,,183909.0
delayed-assert,,,,,,,,,,183837.0
aws-cdk-aws-globalaccelerator,,,,,,,,,,183665.0
textfsm,,,,,,,,,,183166.0
django-templated-mail,,,,,,,,,,182902.0
pytype,,,,,,,,,,182850.0
pinotdb,,,,,,,,,,182849.0
pygelf,,,,,,,,,,182754.0
django-tables2,,,,,,,,,,182405.0
accessible-pygments,,,,,,,,,,182232.0
distrax,,,,,,,,,,182132.0
robotframework-databaselibrary,,,,,,,,,,181816.0
apsw,,,,,,,,,,181774.0
onnxmltools,,,,,,,,,,181597.0
html-testrunner,,,,,,,,,,181525.0
apache-airflow-providers-microsoft-azure,,,,,,,,,,181448.0
pyiso8583,,,,,,,,,,181201.0
hurry-filesize,,,,,,,,,,181116.0
pansi,,,,,,,,,,181101.0
qdrant-client,,,,,,,,,,180988.0
cfscrape,,,,,,,,,,180946.0
pdbp,,,,,,,,,,180884.0
virtualenvwrapper,,,,,,,,,,180674.0
grpc-interceptor,,,,,,,,,,180641.0
recordlinkage,,,,,,,,,,180633.0
oletools,,,,,,,,,,180568.0
pycalverter,,,,,,,,,,180509.0
pandoc,,,,,,,,,,180394.0
chalice,,,,,,,,,,180275.0
rake-nltk,,,,,,,,,,180235.0
lookml,,,,,,,,,,180201.0
inotify-simple,,,,,,,,,,180176.0
pdfminer,,,,,,,,,,180036.0
threaded,,,,,,,,,,179982.0
symengine,,,,,,,,,,179477.0
geojsoncontour,,,,,,,,,,179474.0
idf-component-manager,,,,,,,,,,178603.0
liac-arff,,,,,,,,,,178518.0
boostedblob,,,,,,,,,,178340.0
pysolr,,,,,,,,,,177384.0
proto-google-cloud-datastore-v1,,,,,,,,,,177186.0
pyastronomy,,,,,,,,,,177179.0
mygeotab,,,,,,,,,,177057.0
pylink-square,,,,,,,,,,176773.0
metaphone,,,,,,,,,,176765.0
pcodedmp,,,,,,,,,,176660.0
bootstrap-flask,,,,,,,,,,176555.0
pyexcel,,,,,,,,,,176260.0
mailchecker,,,,,,,,,,176004.0
contractions,,,,,,,,,,175951.0
chiavdf,,,,,,,,,,175780.0
arch,,,,,,,,,,175285.0
pyjsparser,,,,,,,,,,175229.0
sphinx-bootstrap-theme,,,,,,,,,,174999.0
morefs,,,,,,,,,,174848.0
cityhash,,,,,,,,,,174841.0
cpplint,,,,,,,,,,174758.0
compressed-rtf,,,,,,,,,,174534.0
fastapi-pagination,,,,,,,,,,174469.0
grpcio-testing,,,,,,,,,,174459.0
aiocache,,,,,,,,,,174411.0
utils,,,,,,,,,,174400.0
js2py,,,,,,,,,,174381.0
dedupe-variable-datetime,,,,,,,,,,174332.0
ruamel-yaml-jinja2,,,,,,,,,,174199.0
django-nose,,,,,,,,,,173930.0
apache-superset,,,,,,,,,,173749.0
zxcvbn,,,,,,,,,,173536.0
pycmarkgfm,,,,,,,,,,173528.0
pydocumentdb,,,,,,,,,,173491.0
flake8-use-fstring,,,,,,,,,,173490.0
ibm-cos-sdk-core,,,,,,,,,,173438.0
ibm-cos-sdk-s3transfer,,,,,,,,,,173433.0
grimp,,,,,,,,,,173390.0
fcm-django,,,,,,,,,,173272.0
quantlib,,,,,,,,,,173242.0
ibm-cos-sdk,,,,,,,,,,173091.0
readerwriterlock,,,,,,,,,,172768.0
azure-iot-device,,,,,,,,,,172721.0
dynamicprompts,,,,,,,,,,172648.0
omniduct,,,,,,,,,,172572.0
evergreen-lint,,,,,,,,,,172566.0
tensorrt,,,,,,,,,,172460.0
cma,,,,,,,,,,172450.0
asn1,,,,,,,,,,172212.0
shodan,,,,,,,,,,172207.0
intuit-oauth,,,,,,,,,,171963.0
tabcompleter,,,,,,,,,,171951.0
tinybird-cli,,,,,,,,,,171599.0
azure-mgmt-hybridcompute,,,,,,,,,,171541.0
opencensus-ext-stackdriver,,,,,,,,,,171316.0
nlpaug,,,,,,,,,,171273.0
forex-python,,,,,,,,,,171219.0
django-coverage-plugin,,,,,,,,,,171216.0
singleton-decorator,,,,,,,,,,171187.0
blspy,,,,,,,,,,171171.0
formulas,,,,,,,,,,171131.0
salesforce-api,,,,,,,,,,171099.0
schedula,,,,,,,,,,171053.0
s3urls,,,,,,,,,,170924.0
django-braces,,,,,,,,,,170870.0
tf-nightly,,,,,,,,,,170638.0
sqlalchemy-hana,,,,,,,,,,170536.0
rlax,,,,,,,,,,170394.0
python-quickbooks,,,,,,,,,,170341.0
flake8-string-format,,,,,,,,,,170329.0
djoser,,,,,,,,,,170329.0
botorch,,,,,,,,,,170233.0
html-tag-names,,,,,,,,,,170124.0
python-subunit,,,,,,,,,,170066.0
html-void-elements,,,,,,,,,,170023.0
dython,,,,,,,,,,169805.0
htbuilder,,,,,,,,,,169639.0
pyrogram,,,,,,,,,,169545.0
hmsclient,,,,,,,,,,169529.0
flake8-rst-docstrings,,,,,,,,,,169366.0
pebble,,,,,,,,,,169200.0
javaobj-py3,,,,,,,,,,168969.0
st-annotated-text,,,,,,,,,,168438.0
sanelogging,,,,,,,,,,168374.0
ddlparse,,,,,,,,,,168212.0
persistent,,,,,,,,,,168188.0
chiapos,,,,,,,,,,168140.0
unidic,,,,,,,,,,168109.0
testresources,,,,,,,,,,168046.0
python-openid,,,,,,,,,,168018.0
django-colorful,,,,,,,,,,167854.0
optimum,,,,,,,,,,167638.0
pyzbar,,,,,,,,,,167618.0
warcio,,,,,,,,,,167528.0
robotremoteserver,,,,,,,,,,167334.0
sphinx-book-theme,,,,,,,,,,167307.0
google-cloud-scheduler,,,,,,,,,,167285.0
pandas-market-calendars,,,,,,,,,,167219.0
pyzabbix,,,,,,,,,,167214.0
flake8-pyproject,,,,,,,,,,167206.0
apache-airflow-providers-jenkins,,,,,,,,,,167102.0
google-cloud-org-policy,,,,,,,,,,167004.0
jplephem,,,,,,,,,,166972.0
py-grpc-prometheus,,,,,,,,,,166972.0
reprint,,,,,,,,,,166736.0
tabulator,,,,,,,,,,166561.0
ffn,,,,,,,,,,166116.0
bigflow,,,,,,,,,,166103.0
pybluez,,,,,,,,,,165972.0
import-linter,,,,,,,,,,165879.0
capstone,,,,,,,,,,165348.0
qiskit-ibmq-provider,,,,,,,,,,165325.0
python-jwt,,,,,,,,,,165112.0
ldaptor,,,,,,,,,,165094.0
htpasswd,,,,,,,,,,165093.0
glances,,,,,,,,,,165011.0
azure-schemaregistry-avroserializer,,,,,,,,,,165010.0
amundsen-common,,,,,,,,,,164949.0
types-html5lib,,,,,,,,,,164847.0
tendo,,,,,,,,,,164642.0
torch-geometric,,,,,,,,,,164636.0
df2gspread,,,,,,,,,,164583.0
supervision,,,,,,,,,,164405.0
pystac,,,,,,,,,,164229.0
giturlparse,,,,,,,,,,164209.0
apache-airflow-providers-github,,,,,,,,,,164066.0
geckodriver-autoinstaller,,,,,,,,,,163881.0
django-json-widget,,,,,,,,,,163781.0
types-enum34,,,,,,,,,,163734.0
django-webtest,,,,,,,,,,163710.0
nutter,,,,,,,,,,163603.0
pydateinfer,,,,,,,,,,163573.0
pyhaproxy,,,,,,,,,,163454.0
pybump,,,,,,,,,,163400.0
datetimerange,,,,,,,,,,163382.0
ajsonrpc,,,,,,,,,,163136.0
segtok,,,,,,,,,,163036.0
sudachidict-core,,,,,,,,,,162755.0
structlog-sentry,,,,,,,,,,162719.0
sgp4,,,,,,,,,,162712.0
google-cloud-recaptcha-enterprise,,,,,,,,,,162698.0
openvino-dev,,,,,,,,,,162535.0
junit2html,,,,,,,,,,162484.0
dvc-data,,,,,,,,,,162392.0
loky,,,,,,,,,,162064.0
awsiot,,,,,,,,,,162045.0
apache-airflow-providers-oracle,,,,,,,,,,161915.0
nanoid,,,,,,,,,,161781.0
textsearch,,,,,,,,,,161691.0
in-place,,,,,,,,,,161532.0
cloudflare,,,,,,,,,,161398.0
django-constance,,,,,,,,,,161070.0
esprima,,,,,,,,,,160608.0
pydoop,,,,,,,,,,160457.0
empy,,,,,,,,,,160269.0
opentelemetry-exporter-gcp-trace,,,,,,,,,,160265.0
beam-nuggets,,,,,,,,,,160100.0
marshmallow3-annotations,,,,,,,,,,160073.0
domdf-python-tools,,,,,,,,,,159980.0
jsonpath,,,,,,,,,,159954.0
tableschema,,,,,,,,,,159851.0
facets-overview,,,,,,,,,,159809.0
django-multiselectfield,,,,,,,,,,159771.0
serverless-wsgi,,,,,,,,,,159517.0
pdfrw,,,,,,,,,,159461.0
yamlordereddictloader,,,,,,,,,,159439.0
certbot-dns-route53,,,,,,,,,,159380.0
pytest-shutil,,,,,,,,,,159264.0
lmfit,,,,,,,,,,159054.0
python-ulid,,,,,,,,,,158929.0
pymediainfo,,,,,,,,,,158860.0
google-oauth,,,,,,,,,,158834.0
pyicu-binary,,,,,,,,,,158718.0
datarobot,,,,,,,,,,158602.0
django-easy-select2,,,,,,,,,,158579.0
pycodestyle-magic,,,,,,,,,,158535.0
pylibmc,,,,,,,,,,158370.0
aiostream,,,,,,,,,,158105.0
shandy-sqlfmt,,,,,,,,,,158003.0
sphinxcontrib-bibtex,,,,,,,,,,157961.0
aws-embedded-metrics,,,,,,,,,,157923.0
heroku3,,,,,,,,,,157810.0
types-typed-ast,,,,,,,,,,157792.0
pygeos,,,,,,,,,,157784.0
darts,,,,,,,,,,157773.0
typeshed-client,,,,,,,,,,157349.0
grafanalib,,,,,,,,,,157311.0
qiskit,,,,,,,,,,157301.0
invisible-watermark,,,,,,,,,,157277.0
roman,,,,,,,,,,157065.0
python-constraint,,,,,,,,,,156958.0
zipfile36,,,,,,,,,,156858.0
chia-rs,,,,,,,,,,156757.0
nbstripout,,,,,,,,,,156734.0
dagster-postgres,,,,,,,,,,156694.0
netmiko,,,,,,,,,,156596.0
sox,,,,,,,,,,156543.0
gurobipy,,,,,,,,,,156531.0
envs,,,,,,,,,,156470.0
lazy,,,,,,,,,,156465.0
cloudwatch,,,,,,,,,,156359.0
django-auditlog,,,,,,,,,,156203.0
click-configfile,,,,,,,,,,156110.0
aws-error-utils,,,,,,,,,,156079.0
mkdocs-techdocs-core,,,,,,,,,,155661.0
dynamic-rest,,,,,,,,,,155573.0
duckduckgo-search,,,,,,,,,,155349.0
mobly,,,,,,,,,,155287.0
types-beautifulsoup4,,,,,,,,,,155173.0
openai-whisper,,,,,,,,,,155133.0
djangorestframework-csv,,,,,,,,,,155111.0
dtlpy,,,,,,,,,,155087.0
patchelf,,,,,,,,,,155030.0
libhoney,,,,,,,,,,154939.0
awsiotpythonsdk,,,,,,,,,,154930.0
getmac,,,,,,,,,,154743.0
hatch,,,,,,,,,,154709.0
django-safedelete,,,,,,,,,,154675.0
vobject,,,,,,,,,,154656.0
django-bootstrap4,,,,,,,,,,154562.0
nox-poetry,,,,,,,,,,154552.0
slugify,,,,,,,,,,154374.0
shillelagh,,,,,,,,,,154326.0
great-expectations-experimental,,,,,,,,,,154145.0
rstcheck,,,,,,,,,,154112.0
deltacat,,,,,,,,,,154111.0
py-moneyed,,,,,,,,,,154006.0
pythonnet,,,,,,,,,,153988.0
pytest-celery,,,,,,,,,,153863.0
pusher,,,,,,,,,,153760.0
sqlalchemy-databricks,,,,,,,,,,153748.0
python-tools-scripts,,,,,,,,,,153643.0
requirements-detector,,,,,,,,,,153509.0
google-cloud-private-ca,,,,,,,,,,153463.0
prometheus-api-client,,,,,,,,,,153448.0
segmentation-models-pytorch,,,,,,,,,,153427.0
gitignore-parser,,,,,,,,,,153399.0
google-cloud-os-config,,,,,,,,,,153279.0
types-dateparser,,,,,,,,,,153202.0
dm-haiku,,,,,,,,,,153178.0
pulumi-aws,,,,,,,,,,153156.0
crochet,,,,,,,,,,153036.0
django-tinymce,,,,,,,,,,152720.0
mmdet,,,,,,,,,,152705.0
zope-deferredimport,,,,,,,,,,152578.0
pytest-alembic,,,,,,,,,,152562.0
pymeta3,,,,,,,,,,152518.0
autocorrect,,,,,,,,,,152512.0
gspread-pandas,,,,,,,,,,152250.0
drf-extensions,,,,,,,,,,152174.0
skyfield,,,,,,,,,,152049.0
aiopg,,,,,,,,,,151983.0
pytd,,,,,,,,,,151841.0
jump-consistent-hash,,,,,,,,,,151754.0
ipy,,,,,,,,,,151721.0
advertools,,,,,,,,,,151695.0
agate-sql,,,,,,,,,,151535.0
flask-apscheduler,,,,,,,,,,151486.0
feast,,,,,,,,,,151474.0
pybtex-docutils,,,,,,,,,,151135.0
julius,,,,,,,,,,150413.0
linear-tsv,,,,,,,,,,150100.0
ctranslate2,,,,,,,,,,150079.0
mlserver,,,,,,,,,,150009.0
sly,,,,,,,,,,149930.0
versioneer-518,,,,,,,,,,149696.0
pycountry-convert,,,,,,,,,,149557.0
formencode,,,,,,,,,,149468.0
tink,,,,,,,,,,149376.0
google-cloud-billing,,,,,,,,,,149308.0
anthropic,,,,,,,,,,149213.0
pywebpush,,,,,,,,,,149126.0
pipelinewise-singer-python,,,,,,,,,,149079.0
case-conversion,,,,,,,,,,148930.0
azure-ai-textanalytics,,,,,,,,,,148917.0
readability-lxml,,,,,,,,,,148679.0
airflow-provider-great-expectations,,,,,,,,,,148479.0
sqllineage,,,,,,,,,,148381.0
encoder,,,,,,,,,,148331.0
m2r2,,,,,,,,,,148205.0
django-two-factor-auth,,,,,,,,,,148057.0
python-hosts,,,,,,,,,,148033.0
django-admin-sortable2,,,,,,,,,,147874.0
better-profanity,,,,,,,,,,147813.0
language-data,,,,,,,,,,147695.0
pyjson5,,,,,,,,,,147640.0
tinsel,,,,,,,,,,147383.0
sanic-ext,,,,,,,,,,147035.0
littleutils,,,,,,,,,,146907.0
pynose,,,,,,,,,,146661.0
pyserde,,,,,,,,,,146382.0
celery-redbeat,,,,,,,,,,146296.0
azure-cognitiveservices-speech,,,,,,,,,,146251.0
lib-detect-testenv,,,,,,,,,,145913.0
scann,,,,,,,,,,145895.0
parallel-ssh,,,,,,,,,,145861.0
s3,,,,,,,,,,145859.0
jmp,,,,,,,,,,145771.0
durationpy,,,,,,,,,,145637.0
bingads,,,,,,,,,,145563.0
spotipy,,,,,,,,,,145475.0
maybe-else,,,,,,,,,,145174.0
types-maxminddb,,,,,,,,,,145167.0
pykakasi,,,,,,,,,,145032.0
visitor,,,,,,,,,,145009.0
sphinxcontrib-plantuml,,,,,,,,,,144990.0
pyrate-limiter,,,,,,,,,,144885.0
pysubtypes,,,,,,,,,,144880.0
django-nested-admin,,,,,,,,,,144877.0
pathmagic,,,,,,,,,,144873.0
pymiscutils,,,,,,,,,,144830.0
pyiotools,,,,,,,,,,144802.0
speedtest-cli,,,,,,,,,,144798.0
requests-async,,,,,,,,,,144736.0
pytest-profiling,,,,,,,,,,144587.0
ssh2-python,,,,,,,,,,144578.0
python-monkey-business,,,,,,,,,,144490.0
pyshark,,,,,,,,,,144464.0
easy-thumbnails,,,,,,,,,,144460.0
flake8-mutable,,,,,,,,,,144444.0
flask-bootstrap,,,,,,,,,,144429.0
zipcodes,,,,,,,,,,144401.0
python-intervals,,,,,,,,,,144396.0
types-emoji,,,,,,,,,,144393.0
opentelemetry-instrumentation-asyncpg,,,,,,,,,,144371.0
django-elasticsearch-dsl,,,,,,,,,,144359.0
pyroscope-io,,,,,,,,,,144310.0
infi-systray,,,,,,,,,,144302.0
mozprocess,,,,,,,,,,144299.0
presidio-analyzer,,,,,,,,,,144296.0
hierarchical-conf,,,,,,,,,,144260.0
cli-exit-tools,,,,,,,,,,144248.0
kconfiglib,,,,,,,,,,144193.0
prettierfier,,,,,,,,,,144118.0
opentracing-instrumentation,,,,,,,,,,143908.0
aws-cdk-aws-s3-notifications,,,,,,,,,,143794.0
email-reply-parser,,,,,,,,,,143746.0
pyproject-flake8,,,,,,,,,,143732.0
clr-loader,,,,,,,,,,143692.0
feature-engine,,,,,,,,,,143471.0
office365,,,,,,,,,,143434.0
cpuset-py3,,,,,,,,,,143286.0
dvc-objects,,,,,,,,,,143056.0
google-search-results,,,,,,,,,,143049.0
pvlib,,,,,,,,,,142904.0
mozinfo,,,,,,,,,,142897.0
zope-proxy,,,,,,,,,,142705.0
qcs-api-client,,,,,,,,,,142520.0
efficientnet-pytorch,,,,,,,,,,142517.0
flask-assets,,,,,,,,,,142464.0
pact-python,,,,,,,,,,142440.0
aiohttp-jinja2,,,,,,,,,,142111.0
pycstruct,,,,,,,,,,142053.0
respx,,,,,,,,,,142023.0
wavefront-sdk-python,,,,,,,,,,141969.0
clearml-agent,,,,,,,,,,141878.0
pytricia,,,,,,,,,,141815.0
business-duration,,,,,,,,,,141640.0
decopatch,,,,,,,,,,141600.0
mdutils,,,,,,,,,,141555.0
django-query-signals,,,,,,,,,,141552.0
apitools,,,,,,,,,,141551.0
drf-jwt-2fa,,,,,,,,,,141400.0
ezodf,,,,,,,,,,141299.0
flake8-return,,,,,,,,,,141190.0
astral,,,,,,,,,,140915.0
pyaescrypt,,,,,,,,,,140902.0
os-client-config,,,,,,,,,,140798.0
oic,,,,,,,,,,140796.0
quart,,,,,,,,,,140790.0
selectors2,,,,,,,,,,140785.0
contentful,,,,,,,,,,140771.0
lob,,,,,,,,,,140754.0
placebo,,,,,,,,,,140739.0
pylama,,,,,,,,,,140731.0
pycomposefile,,,,,,,,,,140713.0
node2vec,,,,,,,,,,140707.0
ibm-platform-services,,,,,,,,,,140652.0
customtkinter,,,,,,,,,,140564.0
flask-principal,,,,,,,,,,140544.0
linear-operator,,,,,,,,,,140339.0
geohash2,,,,,,,,,,140246.0
crispy-bootstrap5,,,,,,,,,,140077.0
sphinxcontrib-httpdomain,,,,,,,,,,140017.0
lion-pytorch,,,,,,,,,,139997.0
freetype-py,,,,,,,,,,139809.0
pyreadstat,,,,,,,,,,139768.0
pandas-access,,,,,,,,,,139712.0
pyarrowfs-adlgen2,,,,,,,,,,139696.0
filechunkio,,,,,,,,,,139677.0
pyzipcode,,,,,,,,,,139599.0
azure-containerregistry,,,,,,,,,,139550.0
gotrue,,,,,,,,,,139544.0
robotframework-debuglibrary,,,,,,,,,,139482.0
nose-xunitmp,,,,,,,,,,139373.0
autologging,,,,,,,,,,139276.0
xmldiff,,,,,,,,,,139186.0
sparknlp,,,,,,,,,,139040.0
wordfreq,,,,,,,,,,139021.0
mozfile,,,,,,,,,,138690.0
pygrok,,,,,,,,,,138623.0
robotframework-excellib,,,,,,,,,,138612.0
aerospike,,,,,,,,,,138584.0
pyang,,,,,,,,,,138538.0
dagster-k8s,,,,,,,,,,138360.0
shiboken6,,,,,,,,,,138312.0
aws-cdk-aws-apigatewayv2-alpha,,,,,,,,,,138291.0
shelljob,,,,,,,,,,138186.0
glow-py,,,,,,,,,,138111.0
dodgy,,,,,,,,,,138068.0
docker-py,,,,,,,,,,138038.0
django-grappelli,,,,,,,,,,137998.0
rouge,,,,,,,,,,137881.0
pyqt6,,,,,,,,,,137845.0
cli-helpers,,,,,,,,,,137838.0
neuralprophet,,,,,,,,,,137836.0
aws-cdk-aws-codepipeline,,,,,,,,,,137758.0
imgtool,,,,,,,,,,137711.0
censys,,,,,,,,,,137599.0
docarray,,,,,,,,,,137558.0
pycapnp,,,,,,,,,,137353.0
xlsx2csv,,,,,,,,,,137209.0
urlobject,,,,,,,,,,137209.0
opentelemetry-instrumentation-celery,,,,,,,,,,137048.0
serpent,,,,,,,,,,137016.0
python-logging-loki,,,,,,,,,,136966.0
flake8-noqa,,,,,,,,,,136962.0
jupyterhub,,,,,,,,,,136950.0
yagmail,,,,,,,,,,136903.0
mkdocs-monorepo-plugin,,,,,,,,,,136743.0
mongo-tooling-metrics,,,,,,,,,,136683.0
mypy-boto3-route53,,,,,,,,,,136677.0
stix2-patterns,,,,,,,,,,136645.0
awscli-local,,,,,,,,,,136635.0
sphinx-autoapi,,,,,,,,,,136558.0
pypdfium2,,,,,,,,,,136524.0
glfw,,,,,,,,,,136423.0
checkdigit,,,,,,,,,,136274.0
tmdbv3api,,,,,,,,,,136236.0
flit,,,,,,,,,,136172.0
pyside6-essentials,,,,,,,,,,136058.0
django-dirtyfields,,,,,,,,,,136041.0
bertopic,,,,,,,,,,136036.0
ntplib,,,,,,,,,,135908.0
multiprocessing-logging,,,,,,,,,,135897.0
apeye,,,,,,,,,,135726.0
nextcord,,,,,,,,,,135679.0
sphinx-notfound-page,,,,,,,,,,135178.0
waiting,,,,,,,,,,135136.0
msgspec,,,,,,,,,,134998.0
jarowinkler,,,,,,,,,,134996.0
apache-airflow-providers-presto,,,,,,,,,,134885.0
numpy-quaternion,,,,,,,,,,134863.0
purecloudplatformclientv2,,,,,,,,,,134826.0
pyunormalize,,,,,,,,,,134734.0
doc8,,,,,,,,,,134701.0
coremltools,,,,,,,,,,134569.0
django-redis-cache,,,,,,,,,,134558.0
apeye-core,,,,,,,,,,134547.0
affinegap,,,,,,,,,,134238.0
python3-xlib,,,,,,,,,,134133.0
httpie-edgegrid,,,,,,,,,,134025.0
timeloop,,,,,,,,,,133655.0
pyexecjs,,,,,,,,,,133472.0
joblibspark,,,,,,,,,,133451.0
praw,,,,,,,,,,133324.0
mechanize,,,,,,,,,,133315.0
textx,,,,,,,,,,133267.0
