package_name,version_x,version_y,version,summary_x,license_x,metadata_source_x,summary_y,license_y,metadata_source_y,download_count
CairoSVG,,,,,,,A Simple SVG Converter based on Cairo,LGPLv3+,PyPI,
Click,,,,,,,Composable command line interface toolkit,BSD,PyPI,
ConfigArgParse,,,,,,,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,MIT,PyPI,
Flask-Cors,,,,,,,A Flask extension adding a decorator for CORS support,MIT,PyPI,
Keras,,,,,,,Deep Learning for humans,MIT,PyPI,
Keras-Applications,,,,,,,Reference implementations of popular deep learning models,MIT,PyPI,
Keras-Preprocessing,,,,,,,Easy data preprocessing and data augmentation for deep learning models,MIT,PyPI,
Lasagne,,,,,,,A lightweight library to build and train neural networks in Theano,MIT,PyPI,
PDPbox,,,,,,,python partial dependence plot toolbox,MIT,PyPI,
PyBrain,,,,,,,PyBrain is the Swiss army knife for neural networking.,BSD,PyPI,
PyPrind,,,,,,,Python Progress Bar and Percent Indicator Utility,BSD 3-Clause,PyPI,
Pyphen,,,,,,,Pure Python module to hyphenate text,,PyPI,
QtAwesome,,,,,,,FontAwesome icons in PyQt and PySide applications,MIT,PyPI,
SoundFile,,,,,,,"An audio library based on libsndfile, CFFI and NumPy",BSD 3-Clause License,PyPI,
XlsxWriter,,,,,,,A Python module for creating Excel XLSX files.,BSD,PyPI,
allennlp,,,,,,,"An open-source NLP research library, built on PyTorch.",Apache,PyPI,
backports.shutil-get-terminal-size,,,,,,,A backport of the get_terminal_size function from Python 3.3's shutil.,MIT,PyPI,
backports.tempfile,,,,,,,Backport of new features in Python's tempfile module,Python Software Foundation License,PyPI,
cairocffi,,,,,,,cffi-based cairo bindings for Python,BSD,PyPI,854982.0
chainercv,,,,,,,,,PyPI,
cliff,,,,,,,Command Line Interface Formulation Framework,,PyPI,1049322.0
cmd2,,,,,,,cmd2 - quickly build feature-rich and user-friendly interactive command line applications in Python,MIT,PyPI,1078083.0
confuse,,,,,,,painless YAML configuration,MIT,PyPI,421637.0
conllu,,,,,,,CoNLL-U Parser parses a CoNLL-U formatted string into a nested python dictionary,,PyPI,140201.0
conx,,,,,,,On-Ramp to Deep Learning. Built on Keras,,PyPI,
cssselect2,,,,,,,CSS selectors for Python ElementTree,BSD,PyPI,2067368.0
dask-xgboost,,,,,,,Interactions between Dask and XGBoost,BSD,PyPI,
dataclasses,,,,,,,A backport of the dataclasses module for Python 3.6,Apache,PyPI,9926975.0
deepdish,,,,,,,Deep Learning experiments from University of Chicago.,BSD,PyPI,
dora,,,,,,,Exploratory data analysis toolkit for Python,MIT,PyPI,
edward,,,,,,,"A library for probabilistic modeling, inference, and criticism",Apache License 2.0,PyPI,
ethnicolr,,,,,,,Predict Race/Ethnicity Based on Name,MIT,PyPI,
fancyimpute,,,,,,,Matrix completion and feature imputation algorithms,http://www.apache.org/licenses/LICENSE-2.0.html,PyPI,
fastFM,,,,,,,,BSD,PyPI,
fbprophet,,,,,,,Automatic Forecasting Procedure,BSD,PyPI,974813.0
ftfy,,,,,,,Fixes some problems with Unicode text after the fact,MIT,PyPI,3050547.0
funcsigs,,,,,,,"Python function signatures from PEP362 for Python 2.6, 2.7 and 3.2+",ASL,PyPI,2640964.0
gdbn,,,,,,,Pre-trained deep neural networks,MIT (see license.txt),PyPI,
glmnet-py,,,,,,,"Python version of glmnet, originally from Stanford University, modified by Han Fang",GPL-2,PyPI,
gluoncv,,,,,,,MXNet Gluon CV Toolkit,Apache-2.0,PyPI,
gluonnlp,,,,,,,MXNet Gluon NLP Toolkit,Apache-2.0,PyPI,123728.0
gnumpy,,,,,,,"Almost identical to numpy, but does its computations on your computer's  GPU, using Cudamat.",BSD-derived (see LICENSE.txt),PyPI,
heamy,,,,,,,A set of useful tools for competitive data science.,MIT,PyPI,
iso3166,,,,,,,Self-contained ISO 3166-1 country definitions.,MIT,PyPI,560258.0
jsonnet,,,,,,,Python bindings for Jsonnet - The data templating language,,PyPI,221370.0
jupyter-tensorboard,,,,,,,Start tensorboard in Jupyter! Jupyter notebook integration for tensorboard.,MIT License,PyPI,
keras-rcnn,,,,,,,,MIT,PyPI,
keras-resnet,,,,,,,,MIT,PyPI,
keras-rl,,,,,,,Deep Reinforcement Learning for Keras,MIT,PyPI,
keras-tqdm,,,,,,,Keras models with TQDM progress bars in Jupyter notebooks,MIT,PyPI,
kmeans-smote,,,,,,,Oversampling for imbalanced learning based on k-means and SMOTE,MIT,PyPI,
knnimpute,,,,,,,k-Nearest Neighbor imputation,http://www.apache.org/licenses/LICENSE-2.0.html,PyPI,
ktext,,,,,,,Pre-processing text in parallel for Keras in python.,MIT,PyPI,
langdetect,,,,,,,Language detection library ported from Google's language-detection.,"Copyright 2014-2015 Michal ""Mimino"" Danilak, Apache License, Version 2.0",PyPI,1361768.0
libarchive-c,,,,,,,Python interface to libarchive,CC0,PyPI,
lief,,,,,,,LIEF is a library to instrument executable formats,Apache 2.0,PyPI,173370.0
lightfm,,,,,,,LightFM recommendation model,MIT,PyPI,475696.0
lunardate,,,,,,,A Chinese Calendar Library in Pure Python,GPLv3,PyPI,464941.0
mkl-fft,,,,,,,MKL-based FFT transforms for NumPy arrays,Proprietary - Intel,PyPI,
mkl-random,,,,,,,NumPy-based implementation of random number generation sampling using Intel (R) Math Kernel Library.,Proprietary - Intel,PyPI,
ml-metrics,,,,,,,Machine Learning Evaluation Metrics,,PyPI,
mplleaflet,,,,,,,Convert Matplotlib plots into Leaflet web maps,BSD 3-clause,PyPI,
mxnet,,,,,,,MXNet is an ultra-scalable deep learning framework. This version uses openblas.,Apache 2.0,PyPI,341379.0
nervananeon,,,,,,,Intel's deep learning framework,License :: OSI Approved :: Apache Software License,PyPI,
nolearn,,,,,,,scikit-learn compatible neural network library,MIT,PyPI,
numdifftools,,,,,,,Solves automatic numerical differentiation problems in one or more variables.,new BSD,PyPI,128924.0
nvidia-ml-py3,,,,,,,Python Bindings for the NVIDIA Management Library,BSD,PyPI,308028.0
palettable,,,,,,,Color palettes for Python,,PyPI,1407297.0
paramnb,,,,,,,Generate ipywidgets from Parameterized objects in the notebook,BSD 3-Clause License,PyPI,
parsimonious,,,,,,,(Soon to be) the fastest pure-Python PEG parser I could muster,MIT,PyPI,940498.0
pbr,,,,,,,Python Build Reasonableness,,PyPI,15587842.0
posix-ipc,,,,,,,"POSIX IPC primitives (semaphores, shared memory and message queues) for Python",http://creativecommons.org/licenses/BSD/,PyPI,142666.0
py-stringmatching,,,,,,,Python library for string matching.,BSD,PyPI,
py-stringsimjoin,,,,,,,Python library for performing string similarity joins.,BSD,PyPI,
pyPdf,,,,,,,PDF toolkit,UNKNOWN,PyPI,
pyahocorasick,,,,,,,pyahocorasick is a fast and memory efficient library for exact or approximate multi-pattern string search., BSD-3-Clause and Public-Domain,PyPI,492501.0
pycountry,,,,,,,"ISO country, subdivision, language, currency and script definitions and their translations",LGPL 2.1,PyPI,5100375.0
pydash,,,,,,,"The kitchen sink of Python utility libraries for doing ""stuff"" in a functional way. Based on the Lo-Dash Javascript library.",MIT License,PyPI,2156214.0
pyflux,,,,,,,PyFlux: A time-series analysis library for Python,BSD,PyPI,86451.0
pyglet,,,,,,,Cross-platform windowing and multimedia library,BSD,PyPI,195268.0
pykoko,,,,,,,KOKO is an easy-to-use entity extraction tool,Apache Software License 2.0,PyPI,
pymagnitude,,,,,,,"A fast, efficient universal vector embedding utility package.",MIT,PyPI,
pypandoc,,,,,,,Thin wrapper for pandoc.,MIT,PyPI,2747515.0
pyperclip,,,,,,,A cross-platform clipboard module for Python. (Only handles plain text for now.),BSD,PyPI,2877092.0
pytagcloud,,,,,,,Create beautiful tag clouds as images or HTML,BSD,PyPI,
pytest-pylint,,,,,,,pytest plugin to check source code with pylint,MIT,PyPI,184199.0
pytext-nlp,,,,,,,pytorch modeling framework and model zoo for text models,BSD,PyPI,
pytorch-pretrained-bert,,,,,,,PyTorch version of Google AI BERT model with script to load Google pre-trained models,Apache,PyPI,115463.0
raccoon,,,,,,,Python DataFrame with fast insert and appends,MIT,PyPI,
resampy,,,,,,,Efficient signal resampling,ISC,PyPI,1991599.0
revrand,,,,,,,A library of scalable Bayesian generalized linear models with fancy features,Apache Software License 2.0,PyPI,
rf-perm-feat-import,,,,,,,Random Forest Permutate Feature Importance,MIT,PyPI,
ruamel-yaml,,,,,,,"ruamel.yaml is a YAML parser/emitter that supports roundtrip preservation of comments, seq/map flow style, and map key order",MIT license,PyPI,26855330.0
sacred,,,,,,,Facilitates automated and reproducible experimental research,,PyPI,
sklearn-contrib-lightning,,,,,,,"Large-scale sparse linear classification, regression and ranking in Python",new BSD,PyPI,
sklearn-contrib-py-earth,,,,,,,A Python implementation of Jerome Friedman's Multivariate Adaptive Regression Splines.,LICENSE.txt,PyPI,
speedml,,,,,,,Speedml Machine Learning Speed Start,MIT,PyPI,
stevedore,,,,,,,Manage dynamic plugins for Python applications,,PyPI,6308813.0
svgwrite,,,,,,,A Python library to create SVG drawings.,MIT License,PyPI,234569.0
tensorforce,,,,,,,Reinforcement learning for TensorFlow,Apache 2.0,PyPI,
terminalplot,,,,,,,Plot points in terminal,GPL,PyPI,
textacy,,,,,,,"NLP, before and after spaCy",Apache,PyPI,
tflearn,,,,,,,Deep Learning Library featuring a higher-level API for TensorFlow,MIT,PyPI,
trackml,,,,,,,"An opinionated, minimal cookiecutter template for Python packages",,PyPI,
vega3,,,,,,,Deprecated: please use vega,BSD 3-clause,PyPI,
vida,,,,,,,Python binding for Vida data visualizations,UNKNOWN,PyPI,
word2number,,,,,,,Convert number words eg. three hundred and forty two to numbers (342).,MIT,PyPI,
awscli,,,,,,,,,,224495508.0
asn1crypto,,,,,,,,,,49022897.0
pynacl,,,,,,,,,,40215189.0
deprecated,,,,,,,,,,38850042.0
msal,,,,,,,,,,35368910.0
cython,,,,,,,,,,32768811.0
azure-common,,,,,,,,,,31615903.0
sagemaker,,,,,,,,,,30628192.0
portalocker,,,,,,,,,,30564832.0
msrest,,,,,,,,,,30502467.0
pycryptodomex,,,,,,,,,,29271234.0
snowflake-connector-python,,,,,,,,,,27903522.0
scramp,,,,,,,,,,27853924.0
azure-identity,,,,,,,,,,27585148.0
msal-extensions,,,,,,,,,,27491486.0
awswrangler,,,,,,,,,,27457793.0
xmltodict,,,,,,,,,,27356541.0
grpcio-tools,,,,,,,,,,25882610.0
poetry-core,,,,,,,,,,24668021.0
pg8000,,,,,,,,,,24428514.0
jaraco-classes,,,,,,,,,,23564188.0
redshift-connector,,,,,,,,,,22979253.0
oscrypto,,,,,,,,,,22321728.0
ruamel-yaml-clib,,,,,,,,,,22102200.0
adal,,,,,,,,,,21619266.0
datadog,,,,,,,,,,20404994.0
requests-aws4auth,,,,,,,,,,20236205.0
cfn-lint,,,,,,,,,,20079201.0
poetry-plugin-export,,,,,,,,,,19475166.0
jsonpath-ng,,,,,,,,,,19157456.0
databricks-cli,,,,,,,,,,18874684.0
pkginfo,,,,,,,,,,18649340.0
asynctest,,,,,,,,,,16903524.0
trove-classifiers,,,,,,,,,,16548018.0
opensearch-py,,,,,,,,,,16139393.0
backports-zoneinfo,,,,,,,,,,16086286.0
poetry,,,,,,,,,,14846754.0
shellingham,,,,,,,,,,13872508.0
msrestazure,,,,,,,,,,13790256.0
cattrs,,,,,,,,,,13189441.0
async-lru,,,,,,,,,,13117426.0
mlflow,,,,,,,,,,13078812.0
zope-interface,,,,,,,,,,12693409.0
dulwich,,,,,,,,,,12514958.0
aenum,,,,,,,,,,12314605.0
retry,,,,,,,,,,12201735.0
humanfriendly,,,,,,,,,,11948099.0
querystring-parser,,,,,,,,,,11697304.0
crashtest,,,,,,,,,,11622465.0
cleo,,,,,,,,,,11494665.0
pendulum,,,,,,,,,,11360117.0
google-cloud-secret-manager,,,,,,,,,,11178626.0
great-expectations,,,,,,,,,,11174798.0
apache-airflow,,,,,,,,,,11082083.0
tox,,,,,,,,,,11054627.0
azure-storage-file-datalake,,,,,,,,,,10914776.0
xlsxwriter,,,,,,,,,,10884586.0
pygithub,,,,,,,,,,10855329.0
pytzdata,,,,,,,,,,10699083.0
mysql-connector-python,,,,,,,,,,10440261.0
rfc3986,,,,,,,,,,10303434.0
azure-mgmt-core,,,,,,,,,,10086351.0
azure-storage-common,,,,,,,,,,10004447.0
gremlinpython,,,,,,,,,,9983082.0
hvac,,,,,,,,,,9958805.0
azure-nspkg,,,,,,,,,,9846368.0
aws-sam-translator,,,,,,,,,,9821589.0
snowflake-sqlalchemy,,,,,,,,,,9591358.0
futures,,,,,,,,,,9516822.0
installer,,,,,,,,,,9449234.0
nodeenv,,,,,,,,,,9326506.0
confluent-kafka,,,,,,,,,,9322380.0
selenium,,,,,,,,,,9157072.0
deepdiff,,,,,,,,,,9133367.0
execnet,,,,,,,,,,8955066.0
configparser,,,,,,,,,,8915060.0
identify,,,,,,,,,,8880174.0
azure-keyvault-secrets,,,,,,,,,,8863047.0
types-pyyaml,,,,,,,,,,8844173.0
azure-mgmt-resource,,,,,,,,,,8808593.0
pre-commit,,,,,,,,,,8688637.0
slack-sdk,,,,,,,,,,8662844.0
semantic-version,,,,,,,,,,8252010.0
pipenv,,,,,,,,,,8114084.0
pysftp,,,,,,,,,,8108462.0
bs4,,,,,,,,,,8093004.0
antlr4-python3-runtime,,,,,,,,,,7919667.0
azure-datalake-store,,,,,,,,,,7870477.0
zeep,,,,,,,,,,7854345.0
watchtower,,,,,,,,,,7517219.0
azure-graphrbac,,,,,,,,,,7493639.0
applicationinsights,,,,,,,,,,7417392.0
cfgv,,,,,,,,,,7404175.0
azure-keyvault,,,,,,,,,,7370556.0
moto,,,,,,,,,,7244916.0
typed-ast,,,,,,,,,,7232406.0
structlog,,,,,,,,,,7168389.0
pyathena,,,,,,,,,,7134983.0
python-gnupg,,,,,,,,,,7110317.0
delta-spark,,,,,,,,,,6871802.0
faker,,,,,,,,,,6867733.0
gsutil,,,,,,,,,,6774909.0
libcst,,,,,,,,,,6770451.0
argparse,,,,,,,,,,6600386.0
azure-mgmt-storage,,,,,,,,,,6550721.0
prometheus-flask-exporter,,,,,,,,,,6470780.0
unittest-xml-reporting,,,,,,,,,,6396730.0
uamqp,,,,,,,,,,6373110.0
gevent,,,,,,,,,,6366774.0
enum34,,,,,,,,,,6346832.0
hpack,,,,,,,,,,6326285.0
zope-event,,,,,,,,,,6325279.0
simple-salesforce,,,,,,,,,,6318324.0
pathlib2,,,,,,,,,,6309070.0
openai,,,,,,,,,,6261936.0
azure-mgmt-keyvault,,,,,,,,,,6199122.0
h2,,,,,,,,,,6190579.0
hyperframe,,,,,,,,,,6182126.0
azure-eventhub,,,,,,,,,,6173439.0
trio,,,,,,,,,,6150761.0
kombu,,,,,,,,,,6130529.0
azure-cosmos,,,,,,,,,,6082276.0
virtualenv-clone,,,,,,,,,,6082149.0
avro-python3,,,,,,,,,,6047327.0
email-validator,,,,,,,,,,6007856.0
constructs,,,,,,,,,,5976827.0
kafka-python,,,,,,,,,,5965163.0
unicodecsv,,,,,,,,,,5948354.0
azure-mgmt-containerregistry,,,,,,,,,,5925950.0
celery,,,,,,,,,,5914338.0
checkov,,,,,,,,,,5883589.0
schema,,,,,,,,,,5865436.0
trio-websocket,,,,,,,,,,5862236.0
python-jose,,,,,,,,,,5859179.0
opencensus-ext-azure,,,,,,,,,,5842744.0
wsproto,,,,,,,,,,5837851.0
keras-preprocessing,,,,,,,,,,5789097.0
coloredlogs,,,,,,,,,,5748850.0
databricks-sql-connector,,,,,,,,,,5728401.0
loguru,,,,,,,,,,5725992.0
tb-nightly,,,,,,,,,,5716128.0
graphframes,,,,,,,,,,5610167.0
mypy-boto3-rds,,,,,,,,,,5603216.0
azure-mgmt-authorization,,,,,,,,,,5588666.0
python-http-client,,,,,,,,,,5576772.0
pyhcl,,,,,,,,,,5569804.0
cog,,,,,,,,,,5542040.0
authlib,,,,,,,,,,5537036.0
amqp,,,,,,,,,,5518382.0
azure-storage-queue,,,,,,,,,,5445201.0
types-requests,,,,,,,,,,5440330.0
avro,,,,,,,,,,5366732.0
makefun,,,,,,,,,,5354546.0
azure-keyvault-keys,,,,,,,,,,5349981.0
tensorboard-plugin-wit,,,,,,,,,,5317366.0
xlwt,,,,,,,,,,5310747.0
pydeequ,,,,,,,,,,5290815.0
databricks-sdk,,,,,,,,,,5270829.0
outcome,,,,,,,,,,5248923.0
billiard,,,,,,,,,,5246945.0
invoke,,,,,,,,,,5201597.0
apache-airflow-providers-common-sql,,,,,,,,,,5192537.0
validators,,,,,,,,,,5177376.0
freezegun,,,,,,,,,,5016025.0
sshtunnel,,,,,,,,,,5005981.0
sendgrid,,,,,,,,,,4977054.0
types-urllib3,,,,,,,,,,4971545.0
vine,,,,,,,,,,4942780.0
azure-mgmt-compute,,,,,,,,,,4934351.0
python-multipart,,,,,,,,,,4827938.0
boto3-stubs,,,,,,,,,,4782696.0
python-magic,,,,,,,,,,4706998.0
datetime,,,,,,,,,,4691711.0
knack,,,,,,,,,,4647140.0
slackclient,,,,,,,,,,4641060.0
azure-mgmt-nspkg,,,,,,,,,,4636629.0
botocore-stubs,,,,,,,,,,4625436.0
jira,,,,,,,,,,4624975.0
flask-sqlalchemy,,,,,,,,,,4622616.0
azure-cli,,,,,,,,,,4621975.0
flask-appbuilder,,,,,,,,,,4612655.0
jsondiff,,,,,,,,,,4604069.0
smdebug-rulesconfig,,,,,,,,,,4586090.0
pywin32,,,,,,,,,,4546465.0
azure-mgmt-datalake-nspkg,,,,,,,,,,4469671.0
azure-mgmt-cosmosdb,,,,,,,,,,4458433.0
keras-applications,,,,,,,,,,4438373.0
readme-renderer,,,,,,,,,,4427794.0
starkbank-ecdsa,,,,,,,,,,4406438.0
stringcase,,,,,,,,,,4380332.0
azure-mgmt-containerservice,,,,,,,,,,4353180.0
azure-mgmt-datalake-store,,,,,,,,,,4352427.0
cinemagoer,,,,,,,,,,4318830.0
azure-mgmt-datafactory,,,,,,,,,,4317179.0
imdbpy,,,,,,,,,,4314440.0
azure-mgmt-recoveryservices,,,,,,,,,,4310910.0
pyotp,,,,,,,,,,4292960.0
ratelimit,,,,,,,,,,4278730.0
apscheduler,,,,,,,,,,4278476.0
parse,,,,,,,,,,4260425.0
aws-requests-auth,,,,,,,,,,4257749.0
azure-mgmt-sql,,,,,,,,,,4256859.0
azure-data-tables,,,,,,,,,,4250978.0
azure-mgmt-msi,,,,,,,,,,4237817.0
click-repl,,,,,,,,,,4229621.0
scp,,,,,,,,,,4225653.0
azure-mgmt-containerinstance,,,,,,,,,,4197626.0
azure-mgmt-monitor,,,,,,,,,,4157969.0
azure-batch,,,,,,,,,,4154252.0
pytest-metadata,,,,,,,,,,4140287.0
azure-cli-core,,,,,,,,,,4133958.0
azure-mgmt-network,,,,,,,,,,4132343.0
azure-mgmt-rdbms,,,,,,,,,,4129209.0
aws-psycopg2,,,,,,,,,,4115464.0
azure-mgmt-signalr,,,,,,,,,,4107605.0
pytimeparse,,,,,,,,,,4094177.0
azure-servicebus,,,,,,,,,,4081595.0
azure-mgmt-datalake-analytics,,,,,,,,,,4077211.0
azure-mgmt-web,,,,,,,,,,4075580.0
ddtrace,,,,,,,,,,4061631.0
azure-mgmt-batch,,,,,,,,,,4059013.0
azure-mgmt-eventhub,,,,,,,,,,4045962.0
azure-mgmt-redis,,,,,,,,,,4041815.0
flask-jwt-extended,,,,,,,,,,4030476.0
dbt-core,,,,,,,,,,4024952.0
strip-hints,,,,,,,,,,4013903.0
azure-mgmt-servicebus,,,,,,,,,,4009500.0
ansible,,,,,,,,,,3994675.0
office365-rest-python-client,,,,,,,,,,3994534.0
statsd,,,,,,,,,,3992111.0
azure-mgmt-dns,,,,,,,,,,3987073.0
cron-descriptor,,,,,,,,,,3985493.0
azure-mgmt-cdn,,,,,,,,,,3976588.0
azure-mgmt-iothub,,,,,,,,,,3968513.0
cachelib,,,,,,,,,,3966283.0
azure-mgmt-loganalytics,,,,,,,,,,3957198.0
azure-mgmt-trafficmanager,,,,,,,,,,3950828.0
ipaddress,,,,,,,,,,3939570.0
azure-mgmt-cognitiveservices,,,,,,,,,,3935730.0
azure-loganalytics,,,,,,,,,,3932648.0
azure-mgmt-recoveryservicesbackup,,,,,,,,,,3931809.0
azure-mgmt-search,,,,,,,,,,3924071.0
pymeeus,,,,,,,,,,3908099.0
azure-mgmt-marketplaceordering,,,,,,,,,,3886584.0
apispec,,,,,,,,,,3884747.0
azure-mgmt-devtestlabs,,,,,,,,,,3880324.0
azure-mgmt-eventgrid,,,,,,,,,,3873309.0
azure-mgmt-managementgroups,,,,,,,,,,3870181.0
junit-xml,,,,,,,,,,3859070.0
azure-mgmt-applicationinsights,,,,,,,,,,3851662.0
azure-mgmt-servicefabric,,,,,,,,,,3833969.0
azure-mgmt-advisor,,,,,,,,,,3832761.0
netaddr,,,,,,,,,,3831683.0
google-cloud,,,,,,,,,,3829017.0
azure-mgmt-media,,,,,,,,,,3827342.0
azure-mgmt-policyinsights,,,,,,,,,,3827218.0
graphql-core,,,,,,,,,,3827001.0
mypy-boto3-appflow,,,,,,,,,,3820983.0
yamllint,,,,,,,,,,3819380.0
azure-mgmt-iothubprovisioningservices,,,,,,,,,,3806853.0
pyspnego,,,,,,,,,,3796578.0
azure-mgmt-billing,,,,,,,,,,3795249.0
azure-mgmt-batchai,,,,,,,,,,3779517.0
azure-cosmosdb-table,,,,,,,,,,3778703.0
azure-mgmt-iotcentral,,,,,,,,,,3775172.0
azure-mgmt-consumption,,,,,,,,,,3775119.0
azure-mgmt-relay,,,,,,,,,,3765712.0
protobuf3-to-dict,,,,,,,,,,3752535.0
azure-mgmt-datamigration,,,,,,,,,,3747648.0
azure-mgmt-maps,,,,,,,,,,3746368.0
fabric,,,,,,,,,,3729428.0
jpype1,,,,,,,,,,3726352.0
phonenumbers,,,,,,,,,,3725014.0
apache-airflow-providers-http,,,,,,,,,,3719725.0
spark-nlp,,,,,,,,,,3708177.0
marshmallow-sqlalchemy,,,,,,,,,,3695992.0
connexion,,,,,,,,,,3695426.0
mysqlclient,,,,,,,,,,3679418.0
einops,,,,,,,,,,3675542.0
omegaconf,,,,,,,,,,3644843.0
cerberus,,,,,,,,,,3641516.0
python-levenshtein,,,,,,,,,,3595951.0
azure-cosmosdb-nspkg,,,,,,,,,,3592458.0
flask-caching,,,,,,,,,,3566594.0
geoip2,,,,,,,,,,3558052.0
click-didyoumean,,,,,,,,,,3551223.0
pypdf2,,,,,,,,,,3511042.0
parameterized,,,,,,,,,,3485427.0
commonmark,,,,,,,,,,3482045.0
dpath,,,,,,,,,,3471371.0
pika,,,,,,,,,,3452539.0
azure-appconfiguration,,,,,,,,,,3448496.0
dateparser,,,,,,,,,,3443072.0
pytelegrambotapi,,,,,,,,,,3429055.0
youtube-dl,,,,,,,,,,3413814.0
maxminddb,,,,,,,,,,3397247.0
twine,,,,,,,,,,3392042.0
grpclib,,,,,,,,,,3384728.0
azure-storage-file-share,,,,,,,,,,3345211.0
pyproject-api,,,,,,,,,,3324193.0
flask-session,,,,,,,,,,3320557.0
azure-mgmt-reservations,,,,,,,,,,3295702.0
requests-mock,,,,,,,,,,3295013.0
cdk-nag,,,,,,,,,,3288532.0
gradio,,,,,,,,,,3281313.0
youtube-search-python,,,,,,,,,,3217088.0
langchain,,,,,,,,,,3212464.0
certbot-dns-google-domains,,,,,,,,,,3205588.0
async-generator,,,,,,,,,,3200443.0
telegraph,,,,,,,,,,3194496.0
openapi-spec-validator,,,,,,,,,,3169793.0
azure-keyvault-certificates,,,,,,,,,,3162282.0
python-gitlab,,,,,,,,,,3149858.0
telethon-session-sqlalchemy,,,,,,,,,,3140400.0
telethon-tgcrypto,,,,,,,,,,3133970.0
aws-xray-sdk,,,,,,,,,,3127156.0
azure-cli-telemetry,,,,,,,,,,3122647.0
ndg-httpsclient,,,,,,,,,,3115108.0
mypy-boto3-s3,,,,,,,,,,3113992.0
bitarray,,,,,,,,,,3107218.0
levenshtein,,,,,,,,,,3097696.0
aniso8601,,,,,,,,,,3081974.0
types-awscrt,,,,,,,,,,3068594.0
pytz-deprecation-shim,,,,,,,,,,3051890.0
pytest-html,,,,,,,,,,3050389.0
pytest-forked,,,,,,,,,,3039624.0
mashumaro,,,,,,,,,,3002315.0
azure-kusto-data,,,,,,,,,,2983986.0
google-cloud-kms,,,,,,,,,,2968445.0
azure-multiapi-storage,,,,,,,,,,2949939.0
jaydebeapi,,,,,,,,,,2941051.0
onnxruntime,,,,,,,,,,2938223.0
pynamodb,,,,,,,,,,2919604.0
bytecode,,,,,,,,,,2896477.0
types-pytz,,,,,,,,,,2880705.0
jdcal,,,,,,,,,,2868008.0
terminaltables,,,,,,,,,,2844965.0
limits,,,,,,,,,,2841734.0
apache-airflow-providers-amazon,,,,,,,,,,2840831.0
datadog-api-client,,,,,,,,,,2839885.0
pytest-rerunfailures,,,,,,,,,,2836825.0
editables,,,,,,,,,,2811976.0
hologram,,,,,,,,,,2805384.0
hatchling,,,,,,,,,,2805211.0
lark,,,,,,,,,,2804178.0
javaproperties,,,,,,,,,,2784717.0
logbook,,,,,,,,,,2772376.0
grpcio-health-checking,,,,,,,,,,2770303.0
azure-eventgrid,,,,,,,,,,2767572.0
azureml-core,,,,,,,,,,2745962.0
requests-ntlm,,,,,,,,,,2727117.0
magicattr,,,,,,,,,,2722677.0
marshmallow-dataclass,,,,,,,,,,2721788.0
oldest-supported-numpy,,,,,,,,,,2698765.0
azure-storage-file,,,,,,,,,,2690661.0
py-tgcalls,,,,,,,,,,2687452.0
leather,,,,,,,,,,2685619.0
mlflow-skinny,,,,,,,,,,2680349.0
asyncio,,,,,,,,,,2662596.0
minimal-snowplow-tracker,,,,,,,,,,2640118.0
azure-mgmt-sqlvirtualmachine,,,,,,,,,,2635599.0
dbt-extractor,,,,,,,,,,2632970.0
keystoneauth1,,,,,,,,,,2622004.0
shortuuid,,,,,,,,,,2612481.0
grpcio-reflection,,,,,,,,,,2593357.0
azure-mgmt-hdinsight,,,,,,,,,,2573926.0
azure-mgmt-apimanagement,,,,,,,,,,2567297.0
ddsketch,,,,,,,,,,2566965.0
mypy-boto3-redshift-data,,,,,,,,,,2560067.0
databricks-api,,,,,,,,,,2558222.0
azure-mgmt-security,,,,,,,,,,2557322.0
configupdater,,,,,,,,,,2547121.0
azure-mgmt-netapp,,,,,,,,,,2538179.0
python-keystoneclient,,,,,,,,,,2526991.0
pep517,,,,,,,,,,2523412.0
azure-mgmt-privatedns,,,,,,,,,,2520328.0
azure-mgmt-kusto,,,,,,,,,,2516313.0
urllib3-secure-extra,,,,,,,,,,2510189.0
azure-synapse-artifacts,,,,,,,,,,2508444.0
azure-mgmt-appconfiguration,,,,,,,,,,2506794.0
resolvelib,,,,,,,,,,2505211.0
azure-mgmt-redhatopenshift,,,,,,,,,,2499933.0
azure-synapse-spark,,,,,,,,,,2481582.0
azure-mgmt-synapse,,,,,,,,,,2477777.0
opentelemetry-instrumentation,,,,,,,,,,2473993.0
azure-mgmt-imagebuilder,,,,,,,,,,2470256.0
flask-limiter,,,,,,,,,,2459235.0
azure-mgmt-managedservices,,,,,,,,,,2452570.0
azure-mgmt-botservice,,,,,,,,,,2448294.0
azure-keyvault-administration,,,,,,,,,,2431638.0
cx-oracle,,,,,,,,,,2422084.0
uuid,,,,,,,,,,2416640.0
envier,,,,,,,,,,2415955.0
azure-mgmt-servicelinker,,,,,,,,,,2415153.0
azure-synapse-accesscontrol,,,,,,,,,,2402660.0
google-cloud-dataproc,,,,,,,,,,2401445.0
azure-mgmt-extendedlocation,,,,,,,,,,2401359.0
azure-synapse-managedprivateendpoints,,,,,,,,,,2400744.0
types-s3transfer,,,,,,,,,,2393835.0
azure-mgmt-databoxedge,,,,,,,,,,2385926.0
bandit,,,,,,,,,,2381269.0
